Mean endogenous RPM,Mean Reporter RPM
106.6133,512.1744
11.30559,487.6393
14.57643,89.21224
58.96048,247.3252
47.3662,191.6108
66.15004,565.2122
24.09518,169.3896
10.56573,113.6683
6.943219,99.49941
33.39144,207.2788
6.522454,152.9562
38.86829,179.778
9.276379,166.7247
18.0519,140.6985
13.84563,176.2579
0,256.7164
0.320205,164.1734
0,258.8381
24.43891,653.1002
11.49245,175.9793
94.96266,418.7753
89.83369,1031.234
74.48539,166.206
106.7808,825.4979
0.175261,158.0836
7.930315,375.7819
5.217963,1168.578
15.79883,189.1138
7.328954,229.1255
38.39231,122.0509
5.390677,571.3546
47.39908,232.2763
26.7849,220.365
44.26942,1179.672
50.20279,657.9589
45.35151,193.583
59.22261,255.2664
52.48037,90.33138
70.76845,804.7429
73.39057,941.708
7.971844,179.9995
39.29484,172.622
0,1184.994
0,299.3021
211.5962,507.3398
117.5468,380.6774
161.0405,334.4564
224.8597,343.1343
86.18602,953.56
40.54554,693.2481
128.1785,314.0935
118.167,344.5617
172.5478,78.33039
78.08316,274.4022
297.3699,456.6309
113.4646,205.0396
68.94865,300.4857
33.86387,163.3247
31.94247,942.0219
157.4107,298.3736
100.2118,1241.186
95.72361,130.7288
97.81414,1364.75
206.2249,342.7523
249.1248,238.3507
140.8752,146.3632
223.9395,326.2951
0,291
284.277,206.8405
21.30352,253.8712
113.6514,153.1895
138.2731,268.4234
273.8125,318.665
16.21321,399.7109
0,177.8879
239.453,175.3861
459.8359,196.7493
148.3159,143.0249
0,314.7267
104.3378,248.3549
231.4831,401.6792
408.9805,53.20121
880.5509,314.997
1101.52,170.9131
155.4853,267.2338
2086.025,783.2947
415.1842,111.4504
1249.262,380.0086
1312.084,373.7307
242.0702,316.2857
1587.872,372.0234
847.9413,221.9482
612.7451,267.3923
934.9922,227.9646
525.2235,290.4724
1722.431,361.2004
927.2222,357.3954
435.2206,124.1574
589.855,222.3998
675.2798,514.1395
650.5373,240.1331
946.9159,283.8212
1287.34,282.3468
1047.565,226.5233
184.2784,201.1521
535.9278,405.5286
1977.552,605.087
1305.133,347.9503
837.0996,549.3168
955.2977,528.4872
375.5472,769.649
847.533,1031.814
844.5069,680.8
679.6273,904.8664
927.0647,458.692
1450.746,410.5472
767.1949,562.7156
920.4204,457.8536
1276.402,506.1727
597.7852,493.8175
910.6248,738.8593
60.04861,360.7743
630.3769,799.1095
400.2477,441.3111
686.161,877.0147
697.842,935.025
910.7969,552.3921
24.49539,253.5841
53.97596,277.3439
141.6468,706.4496
28.90948,161.1098
43.51544,296.9494
46.12299,248.1844
13.4789,196.413
45.76704,261.5351
64.91078,322
114.4102,978.3672
57.11158,199.4627
60.47648,520.313
127.3935,319.7021
109.8943,224.9781
169.5371,308.9431
158.6053,404.7243
9.409602,212.9473
63.8691,526.8282
553.5513,562.84
26.77957,288.6212
41.55415,449.6117
63.1894,282.8479
127.7168,338.9149
262.7072,780.4989
702.2101,314.4962
93.51821,412.1891
33.87793,224.8937
5.657438,607.365
573.0394,391.5032
316.7861,115.8972
450.2721,417.6489
335.7261,492.9011
260.3393,529.9449
34.84807,356.2818
179.6231,481.4166
78.47059,298.1568
7.747419,121.865
4.549331,141.694
72.44306,298.8931
53.8023,222.4451
26.74216,207.8369
56.61388,270.2097
828.2882,875.7673
263.8164,532.8013
1290.454,1046.099
2145.041,1151.344
1208.406,1009.64
1176.372,1252.957
596.552,624.9411
996.0496,678.8467
374.5182,297.3471
1358.078,819.5493
1782.195,984.3223
237.0404,640.2493
113.1857,247.4044
1187.859,1084.324
1067.636,765.1566
675.9711,831.2107
775.2898,714.1424
141.2323,398.4637
1141.283,936.1963
334.3249,666.6657
1012.262,1028.55
1620.065,823.2673
203.0428,304.4011
1527.178,546.2435
681.4687,946.7979
1342.043,878.1613
2139.451,707.1168
2213.262,1525.873
2408.959,567.2159
2589.647,976.328
2230.413,787.7163
878.351,813.5761
2824.324,638.5306
1746.271,537.5277
3134.041,1117.518
107.9828,648.9876
1019.88,1516.186
1225.416,379.3205
1820.456,569.2912
1189.812,560.5729
1019.637,569.5963
1277.114,637.9551
362.6559,847.5033
1083.726,980.1475
312.9753,631.0645
866.7278,1009.76
858.1401,1281.807
353.9903,814.6302
900.5185,1034.104
463.0266,418.4457
413.1079,982.4285
59.8024,208.6243
448.1393,909.0828
658.5703,1144.68
520.986,1203.633
121.663,244.6053
231.8977,633.3472
457.2783,1192.329
713.2778,720.2956
425.5849,908.2279
723.3871,717.4383
387.9947,547.4576
262.6236,920.7836
